company_id,type,rule_id,text,confidence_pct
IOC,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
IOC,con,CR-FB,Moderate 5-year revenue growth of 8.0% indicates maturing market conditions,65
IRCTC,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,96
IRCTC,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (18.0%) reflects strong business momentum,77
IRCTC,pro,PR-05,Operating profit margin above 25% (34.3%) indicates strong pricing power and cost discipline,89
IRCTC,pro,PR-06,Net profit compounding at above 20% over 5 years (29.2%) creates significant shareholder value,89
IRCTC,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
IRCTC,pro,PR-09,Earnings per share growing above 15% CAGR (28.5%) indicates strong earnings quality and compounding,88
IRCTC,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
IRCTC,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
IRCTC,con,CR-FB,Valuation ratio of P/E 60.4x is elevated relative to broader market averages,70
IRFC,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (19.1%) reflects strong business momentum,79
IRFC,pro,PR-05,Operating profit margin above 25% (99.5%) indicates strong pricing power and cost discipline,100
IRFC,pro,PR-06,Net profit compounding at above 20% over 5 years (23.2%) creates significant shareholder value,83
IRFC,pro,PR-08,Consistent dividend yield above 2% (2.82%) backed by positive free cash flow,85
IRFC,pro,PR-09,Earnings per share growing above 15% CAGR (20.1%) indicates strong earnings quality and compounding,80
IRFC,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
IRFC,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
ITC,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,86
ITC,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ITC,pro,PR-05,Operating profit margin above 25% (37.0%) indicates strong pricing power and cost discipline,92
ITC,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ITC,pro,PR-08,Consistent dividend yield above 2% (4.26%) backed by positive free cash flow,85
ITC,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ITC,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
ITC,con,CR-FB,Valuation ratio of P/E 47.9x is elevated relative to broader market averages,70
JINDALSTEL,pro,PR-FB,Healthy return on equity of 13.4% demonstrates stable profitability,70
JINDALSTEL,con,CR-12,Revenue growing at below 5% over 5 years (1.4%) lags inflation and suggests limited business momentum,70
JIOFIN,pro,PR-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,PR-05,Operating profit margin above 25% (84.0%) indicates strong pricing power and cost discipline,100
JIOFIN,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
JIOFIN,pro,PR-08,Consistent dividend yield above 2% (3.09%) backed by positive free cash flow,85
JIOFIN,con,CR-10,Return on capital employed below 10% (1.4%) suggests the business is not generating sufficient returns on invested capital,75
JSWENERGY,pro,PR-05,Operating profit margin above 25% (46.9%) indicates strong pricing power and cost discipline,100
JSWENERGY,pro,PR-06,Net profit compounding at above 20% over 5 years (20.3%) creates significant shareholder value,80
JSWENERGY,pro,PR-09,Earnings per share growing above 15% CAGR (20.1%) indicates strong earnings quality and compounding,80
JSWENERGY,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
JSWENERGY,con,CR-10,Return on capital employed below 10% (8.1%) suggests the business is not generating sufficient returns on invested capital,75
JSWENERGY,con,CR-11,Net debt exceeding 3 times EBITDA (4.6x) is a high leverage ratio and limits financial flexibility,85
JSWENERGY,con,CR-12,Revenue growing at below 5% over 5 years (4.7%) lags inflation and suggests limited business momentum,70
JSWSTEEL,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (15.6%) reflects strong business momentum,75
JSWSTEEL,con,CR-FB,Valuation ratio of P/E 69.3x is elevated relative to broader market averages,70
KOTAKBANK,pro,PR-05,Operating profit margin above 25% (83.7%) indicates strong pricing power and cost discipline,100
KOTAKBANK,pro,PR-06,Net profit compounding at above 20% over 5 years (20.4%) creates significant shareholder value,80
KOTAKBANK,pro,PR-09,Earnings per share growing above 15% CAGR (19.3%) indicates strong earnings quality and compounding,79
KOTAKBANK,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
KOTAKBANK,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
KOTAKBANK,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
LICI,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LICI,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LICI,pro,PR-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,PR-06,Net profit compounding at above 20% over 5 years (73.2%) creates significant shareholder value,100
LICI,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LICI,pro,PR-08,Consistent dividend yield above 2% (3.77%) backed by positive free cash flow,85
LICI,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
LICI,con,CR-FB,Moderate 5-year revenue growth of 8.2% indicates maturing market conditions,65
LODHA,pro,PR-05,Operating profit margin above 25% (25.8%) indicates strong pricing power and cost discipline,80
LODHA,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
LODHA,con,CR-10,Return on capital employed below 10% (10.0%) suggests the business is not generating sufficient returns on invested capital,75
LODHA,con,CR-12,Revenue growing at below 5% over 5 years (-2.8%) lags inflation and suggests limited business momentum,70
LT,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LT,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LTIM,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
LTIM,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LTIM,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (30.3%) reflects strong business momentum,90
LTIM,pro,PR-06,Net profit compounding at above 20% over 5 years (24.8%) creates significant shareholder value,84
LTIM,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LTIM,pro,PR-08,Consistent dividend yield above 2% (4.43%) backed by positive free cash flow,85
LTIM,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
MM,pro,PR-09,Earnings per share growing above 15% CAGR (16.2%) indicates strong earnings quality and compounding,76
MM,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
MM,con,CR-FB,Moderate 5-year revenue growth of 5.8% indicates maturing market conditions,65
MARUTI,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MARUTI,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
MARUTI,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
MARUTI,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
MARUTI,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
MOTHERSON,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MOTHERSON,pro,PR-08,Consistent dividend yield above 2% (2.18%) backed by positive free cash flow,85
MOTHERSON,con,CR-FB,Moderate 5-year revenue growth of 9.2% indicates maturing market conditions,65
NAUKRI,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (17.1%) reflects strong business momentum,77
NAUKRI,pro,PR-05,Operating profit margin above 25% (28.0%) indicates strong pricing power and cost discipline,83
NAUKRI,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NAUKRI,con,CR-10,Return on capital employed below 10% (3.0%) suggests the business is not generating sufficient returns on invested capital,75
NESTLEIND,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
NESTLEIND,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NESTLEIND,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NESTLEIND,pro,PR-08,Consistent dividend yield above 2% (3.85%) backed by positive free cash flow,85
NESTLEIND,pro,PR-09,Earnings per share growing above 15% CAGR (15.4%) indicates strong earnings quality and compounding,75
NESTLEIND,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
NESTLEIND,con,CR-FB,Valuation ratio of P/E 55.0x is elevated relative to broader market averages,70
NHPC,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NHPC,pro,PR-05,Operating profit margin above 25% (49.9%) indicates strong pricing power and cost discipline,100
NHPC,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NHPC,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
NHPC,con,CR-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
NHPC,con,CR-10,Return on capital employed below 10% (7.9%) suggests the business is not generating sufficient returns on invested capital,75
NHPC,con,CR-11,Net debt exceeding 3 times EBITDA (6.7x) is a high leverage ratio and limits financial flexibility,85
NHPC,con,CR-12,Revenue growing at below 5% over 5 years (1.4%) lags inflation and suggests limited business momentum,70
NTPC,pro,PR-05,Operating profit margin above 25% (28.8%) indicates strong pricing power and cost discipline,83
NTPC,con,CR-11,Net debt exceeding 3 times EBITDA (4.3x) is a high leverage ratio and limits financial flexibility,85
ONGC,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ONGC,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ONGC,con,CR-FB,Moderate 5-year revenue growth of 7.0% indicates maturing market conditions,65
PFC,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
PFC,pro,PR-05,Operating profit margin above 25% (36.7%) indicates strong pricing power and cost discipline,91
PFC,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
PFC,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
PIDILITIND,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
PIDILITIND,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
PIDILITIND,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
PIDILITIND,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
PNB,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
PNB,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (15.9%) reflects strong business momentum,75
PNB,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
POWERGRID,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PR-05,Operating profit margin above 25% (86.9%) indicates strong pricing power and cost discipline,100
POWERGRID,pro,PR-08,Consistent dividend yield above 2% (3.09%) backed by positive free cash flow,85
POWERGRID,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
POWERGRID,con,CR-FB,Valuation ratio of P/E 64.4x is elevated relative to broader market averages,70
RECLTD,pro,PR-05,Operating profit margin above 25% (100.8%) indicates strong pricing power and cost discipline,100
RECLTD,pro,PR-09,Earnings per share growing above 15% CAGR (19.7%) indicates strong earnings quality and compounding,79
RECLTD,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
RECLTD,con,CR-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
RELIANCE,pro,PR-08,Consistent dividend yield above 2% (4.21%) backed by positive free cash flow,85
RELIANCE,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
RELIANCE,con,CR-FB,Valuation ratio of P/E 58.3x is elevated relative to broader market averages,70
SBILIFE,pro,PR-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (24.2%) reflects strong business momentum,84
SBILIFE,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SBILIFE,con,CR-FB,Valuation ratio of P/E 70.0x is elevated relative to broader market averages,70
SBIN,pro,PR-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBIN,pro,PR-06,Net profit compounding at above 20% over 5 years (83.4%) creates significant shareholder value,100
SBIN,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SBIN,pro,PR-09,Earnings per share growing above 15% CAGR (90.4%) indicates strong earnings quality and compounding,100
SBIN,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SBIN,con,CR-FB,Valuation ratio of P/E 54.9x is elevated relative to broader market averages,70
SHREECEM,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SHREECEM,pro,PR-08,Consistent dividend yield above 2% (3.20%) backed by positive free cash flow,85
SHREECEM,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SHREECEM,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
SHREECEM,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
SHRIRAMFIN,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (18.6%) reflects strong business momentum,78
SHRIRAMFIN,pro,PR-05,Operating profit margin above 25% (28.9%) indicates strong pricing power and cost discipline,83
SHRIRAMFIN,pro,PR-06,Net profit compounding at above 20% over 5 years (23.5%) creates significant shareholder value,83
SHRIRAMFIN,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SHRIRAMFIN,con,CR-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
SIEMENS,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SIEMENS,pro,PR-08,Consistent dividend yield above 2% (3.69%) backed by positive free cash flow,85
SIEMENS,pro,PR-09,Earnings per share growing above 15% CAGR (19.6%) indicates strong earnings quality and compounding,79
SIEMENS,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
SIEMENS,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SIEMENS,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
SUNPHARMA,pro,PR-05,Operating profit margin above 25% (26.8%) indicates strong pricing power and cost discipline,81
SUNPHARMA,pro,PR-06,Net profit compounding at above 20% over 5 years (24.5%) creates significant shareholder value,84
SUNPHARMA,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SUNPHARMA,pro,PR-08,Consistent dividend yield above 2% (3.88%) backed by positive free cash flow,85
SUNPHARMA,pro,PR-09,Earnings per share growing above 15% CAGR (29.5%) indicates strong earnings quality and compounding,89
SUNPHARMA,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SUNPHARMA,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
SUNPHARMA,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
TATACONSUM,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (16.0%) reflects strong business momentum,75
TATACONSUM,pro,PR-06,Net profit compounding at above 20% over 5 years (21.6%) creates significant shareholder value,81
TATACONSUM,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATACONSUM,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TATACONSUM,con,CR-10,Return on capital employed below 10% (9.1%) suggests the business is not generating sufficient returns on invested capital,75
TATAMOTORS,pro,PR-08,Consistent dividend yield above 2% (3.65%) backed by positive free cash flow,85
TATAMOTORS,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATAMOTORS,con,CR-FB,Valuation ratio of P/E 67.1x is elevated relative to broader market averages,70
TATAPOWER,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (15.5%) reflects strong business momentum,75
TATAPOWER,con,CR-11,Net debt exceeding 3 times EBITDA (3.5x) is a high leverage ratio and limits financial flexibility,85
TATASTEEL,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATASTEEL,con,CR-04,Company reported a net loss in the most recent financial year,95
TATASTEEL,con,CR-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85
TATASTEEL,con,CR-10,Return on capital employed below 10% (3.6%) suggests the business is not generating sufficient returns on invested capital,75
TATASTEEL,con,CR-11,Net debt exceeding 3 times EBITDA (3.6x) is a high leverage ratio and limits financial flexibility,85
TCS,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
TCS,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PR-05,Operating profit margin above 25% (26.7%) indicates strong pricing power and cost discipline,81
TCS,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TCS,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TCS,con,CR-FB,Valuation ratio of P/E 78.7x is elevated relative to broader market averages,70
TECHM,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TECHM,con,CR-07,"Dividend payout ratio above 100% (150.0%) means the company is paying dividends from reserves, which is unsustainable",85
TITAN,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,89
TITAN,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (20.9%) reflects strong business momentum,80
TITAN,pro,PR-06,Net profit compounding at above 20% over 5 years (20.3%) creates significant shareholder value,80
TITAN,pro,PR-08,Consistent dividend yield above 2% (3.10%) backed by positive free cash flow,85
TITAN,pro,PR-09,Earnings per share growing above 15% CAGR (19.5%) indicates strong earnings quality and compounding,79
TITAN,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TITAN,con,CR-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
TORNTPHARM,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PR-05,Operating profit margin above 25% (31.4%) indicates strong pricing power and cost discipline,86
TORNTPHARM,pro,PR-06,Net profit compounding at above 20% over 5 years (30.6%) creates significant shareholder value,90
TORNTPHARM,pro,PR-09,Earnings per share growing above 15% CAGR (30.4%) indicates strong earnings quality and compounding,90
TORNTPHARM,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TORNTPHARM,con,CR-FB,Valuation ratio of P/E 46.4x is elevated relative to broader market averages,70
TRENT,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (36.3%) reflects strong business momentum,96
TRENT,pro,PR-06,Net profit compounding at above 20% over 5 years (73.1%) creates significant shareholder value,100
TRENT,pro,PR-08,Consistent dividend yield above 2% (3.46%) backed by positive free cash flow,85
TRENT,pro,PR-09,Earnings per share growing above 15% CAGR (69.5%) indicates strong earnings quality and compounding,100
TRENT,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TRENT,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TRENT,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
TVSMOTOR,pro,PR-09,Earnings per share growing above 15% CAGR (19.1%) indicates strong earnings quality and compounding,79
TVSMOTOR,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TVSMOTOR,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TVSMOTOR,con,CR-01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,88
TVSMOTOR,con,CR-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
TVSMOTOR,con,CR-11,Net debt exceeding 3 times EBITDA (4.5x) is a high leverage ratio and limits financial flexibility,85
